46,0,100,1.1436,0,70.518,70.877
46,0,200,1.0972,0,71.927,71.935
46,0,300,1.064,0,73.544,73.307
46,0,400,1.0301,0,75.666,73.827
46,0,500,1.0015,0,76.472,73.901
46,0,600,0.97135,0,77.204,74.958
46,0,700,0.95828,0,77.442,75.403
46,0,800,0.94126,0,77.74,75.774
46,0,900,0.93462,0,78.1,75.422
46,0,1000,0.91759,0,78.479,76.071
46,0,1100,0.91411,0,78.521,76.09
46,0,1200,0.90255,0,78.973,76.609
46,0,1300,0.88445,0,79.607,76.628
46,0,1400,0.88083,0,79.674,76.72
46,0,1500,0.87678,0,79.833,76.943
46,0,1600,0.86962,0,80.242,76.962
46,0,1700,0.8653,0,80.315,76.795
46,0,1800,0.86013,0,80.528,76.85
46,0,1900,0.85814,0,80.589,76.832
46,0,2000,0.8516,0,80.845,76.962
51,0,100,1.1325,0,70.945,70.673
51,0,200,1.0886,0,72.494,72.213
51,0,300,1.0302,0,75.117,73.938
51,0,400,0.99731,0,76.429,74.847
51,0,500,0.97098,0,77.106,75.737
51,0,600,0.96071,0,77.472,76.071
51,0,700,0.9409,0,78.015,76.424
51,0,800,0.92857,0,78.558,76.312
51,0,900,0.90744,0,78.82,76.498
51,0,1000,0.90127,0,79.119,76.591
51,0,1100,0.89261,0,79.449,76.665
51,0,1200,0.87809,0,79.894,76.962
51,0,1300,0.86916,0,80.01,76.758
51,0,1400,0.86279,0,80.095,76.832
51,0,1500,0.85534,0,80.376,77.036
51,0,1600,0.85087,0,80.431,77.036
51,0,1700,0.84713,0,80.516,77.184
51,0,1800,0.84472,0,80.626,77.203
51,0,1900,0.84001,0,80.711,77.147
51,0,2000,0.83544,0,80.87,77.203
56,0,100,1.1397,0,70.658,70.71
56,0,200,1.1024,0,71.848,71.434
56,0,300,1.0611,0,73.702,73.159
56,0,400,1.0297,0,75.447,73.994
56,0,500,1.0016,0,76.283,74.402
56,0,600,0.98597,0,76.612,74.977
56,0,700,0.96997,0,77.088,75.255
56,0,800,0.96337,0,77.24,75.552
56,0,900,0.95754,0,77.423,75.385
56,0,1000,0.93486,0,77.972,75.774
56,0,1100,0.92724,0,78.241,75.812
56,0,1200,0.92207,0,78.479,75.923
56,0,1300,0.90356,0,79.144,76.145
56,0,1400,0.8942,0,79.296,76.424
56,0,1500,0.88744,0,79.51,76.869
56,0,1600,0.88431,0,79.625,76.832
56,0,1700,0.87973,0,79.79,76.869
56,0,1800,0.87235,0,80.004,77.054
56,0,1900,0.87033,0,80.046,76.943
56,0,2000,0.86083,0,80.406,76.98
