46,2,100,1.1412,0.009295,70.677,71.582
46,2,200,1.0854,0.019071,73.33,73.4
46,2,300,1.0588,0.024304,74.739,74.179
46,2,400,1.0261,0.034158,76.276,75.682
46,2,500,1.0045,0.042406,77.368,76.368
46,2,600,0.99543,0.047616,77.643,76.572
46,2,700,0.98291,0.061802,78.527,77.147
46,2,800,0.97613,0.06268,78.906,77.24
46,2,900,0.97004,0.066209,79.205,77.444
46,2,1000,0.966,0.068442,79.449,77.722
46,2,1100,0.95649,0.075854,79.857,77.778
46,2,1200,0.95144,0.07863,80.181,78.204
46,2,1300,0.94894,0.080386,80.248,78.075
46,2,1400,0.94208,0.088326,80.711,78.297
46,2,1500,0.94026,0.090064,80.754,78.242
46,2,1600,0.93818,0.092279,80.882,78.26
46,2,1700,0.93703,0.093515,80.961,78.167
46,2,1800,0.93519,0.095749,81.211,78.279
46,2,1900,0.93459,0.096426,81.285,78.204
46,2,2000,0.93238,0.099724,81.468,78.575
46,2,2100,0.9311,0.10132,81.474,78.668
46,2,2200,0.93059,0.10207,81.535,78.687
46,2,2300,0.92984,0.10304,81.468,78.742
46,2,2400,0.92939,0.1037,81.571,78.798
46,2,2500,0.92857,0.10497,81.62,78.928
46,2,2600,0.92822,0.10552,81.657,78.928
46,2,2700,0.92745,0.1068,81.693,78.854
46,2,2800,0.92704,0.10744,81.797,78.909
46,2,2900,0.92496,0.11147,81.919,79.225
46,2,3000,0.92461,0.11185,81.919,79.28
46,2,3100,0.92413,0.11247,81.925,79.206
46,2,3200,0.92287,0.11413,81.998,79.113
46,2,3300,0.92217,0.11482,82.072,79.132
46,2,3400,0.92128,0.11596,82.133,79.15
46,2,3500,0.92086,0.11648,82.157,79.113
46,2,3600,0.9202,0.11764,82.181,79.206
46,2,3700,0.9175,0.12121,82.273,79.113
46,2,3800,0.9169,0.12162,82.346,79.262
46,2,3900,0.91621,0.12224,82.249,79.28
46,2,4000,0.91553,0.1231,82.249,79.429
46,2,4100,0.91516,0.12362,82.34,79.447
46,2,4200,0.91478,0.12416,82.334,79.54
46,2,4300,0.9138,0.12541,82.291,79.596
46,2,4400,0.91279,0.12616,82.346,79.484
46,2,4500,0.91208,0.12708,82.425,79.373
46,2,4600,0.91189,0.12734,82.413,79.317
46,2,4700,0.91138,0.12815,82.419,79.354
46,2,4800,0.91111,0.12849,82.438,79.299
46,2,4900,0.9106,0.12903,82.505,79.392
46,2,5000,0.91028,0.12931,82.523,79.447
46,2,5100,0.90955,0.13009,82.456,79.41
46,2,5200,0.90901,0.13066,82.438,79.41
46,2,5300,0.90873,0.13102,82.523,79.354
46,2,5400,0.90858,0.13121,82.541,79.317
46,2,5500,0.9083,0.13162,82.529,79.429
46,2,5600,0.90757,0.13286,82.48,79.596
46,2,5700,0.90747,0.133,82.56,79.67
46,2,5800,0.90694,0.13376,82.669,79.559
46,2,5900,0.90657,0.13432,82.73,79.521
46,2,6000,0.90611,0.13501,82.669,79.484
