40,0,100,1.0196,0,75.422,74.828
40,0,200,0.94678,0,77.633,77.245
40,0,300,0.90014,0,78.955,77.245
40,0,400,0.85429,0,80.572,78.212
40,0,500,0.83268,0,81.239,78.695
40,0,600,0.80411,0,82.28,79.048
40,0,700,0.7832,0,82.709,79.401
40,0,800,0.75307,0,83.456,79.364
40,0,900,0.72994,0,83.933,79.587
40,0,1000,0.72263,0,84.142,79.308
40,0,1100,0.70559,0,84.589,79.476
40,0,1200,0.70013,0,84.778,79.513
40,0,1300,0.6957,0,84.95,79.717
40,0,1400,0.67895,0,85.378,79.866
40,0,1500,0.67558,0,85.501,79.866
50,0,100,1.0162,0,75.318,74.568
50,0,200,0.95059,0,77.621,76.799
50,0,300,0.89786,0,78.845,78.026
50,0,400,0.85486,0,80.456,78.899
50,0,500,0.82428,0,81.307,79.513
50,0,600,0.79987,0,82.176,79.16
50,0,700,0.77473,0,82.746,79.569
50,0,800,0.74437,0,83.713,79.476
50,0,900,0.72829,0,84.001,79.346
50,0,1000,0.71377,0,84.276,79.401
50,0,1100,0.7062,0,84.552,79.29
50,0,1200,0.69341,0,85.091,79.401
50,0,1300,0.66306,0,85.795,79.513
50,0,1400,0.65931,0,85.899,79.587
50,0,1500,0.6222,0,86.952,79.903
60,0,100,1.0499,0,74.112,74.159
60,0,200,0.97452,0,76.396,75.572
60,0,300,0.92581,0,77.841,76.947
60,0,400,0.90743,0,78.533,77.542
60,0,500,0.8878,0,79.262,77.951
60,0,600,0.8501,0,80.48,78.23
60,0,700,0.82225,0,81.313,78.751
60,0,800,0.81194,0,81.552,78.788
60,0,900,0.8015,0,82.035,79.215
60,0,1000,0.77859,0,82.739,79.606
60,0,1100,0.76669,0,83.101,79.848
60,0,1200,0.75785,0,83.339,79.885
60,0,1300,0.74627,0,83.688,79.792
60,0,1400,0.71675,0,84.466,79.81
60,0,1500,0.71123,0,84.705,79.81
70,0,100,1.0208,0,74.927,74.642
70,0,200,0.957,0,77.088,76.39
70,0,300,0.92286,0,78.368,77.375
70,0,400,0.87086,0,80.143,78.565
70,0,500,0.84227,0,81,78.992
70,0,600,0.81972,0,81.68,78.899
70,0,700,0.7755,0,82.801,79.42
70,0,800,0.74395,0,83.639,79.42
70,0,900,0.7353,0,83.811,79.587
70,0,1000,0.72675,0,84.16,79.606
70,0,1100,0.70974,0,84.484,79.68
70,0,1200,0.66792,0,85.427,79.457
70,0,1300,0.6577,0,85.813,79.866
70,0,1400,0.63172,0,86.609,80.089
70,0,1500,0.62385,0,86.719,80.145
