41,0,100,1.1222,0,71.299,71.452
41,0,200,1.0834,0,72.897,72.51
41,0,300,1.0336,0,74.611,74.68
41,0,400,0.9945,0,76.026,75.311
41,0,500,0.97404,0,76.649,75.57
41,0,600,0.94539,0,77.679,76.312
41,0,700,0.92587,0,78.387,76.795
41,0,800,0.9003,0,79.07,76.887
41,0,900,0.88248,0,79.564,76.98
41,0,1000,0.85868,0,80.199,76.887
41,0,1100,0.85295,0,80.449,77.314
41,0,1200,0.84671,0,80.656,77.592
41,0,1300,0.83899,0,80.778,77.759
41,0,1400,0.83429,0,80.967,77.926
41,0,1500,0.81925,0,81.37,78.242
41,0,1600,0.81676,0,81.437,78.223
41,0,1700,0.80924,0,81.986,78.093
41,0,1800,0.80712,0,82.005,78.019
41,0,1900,0.80535,0,82.017,77.945
41,0,2000,0.80426,0,82.078,77.963
46,0,100,1.1255,0,71.25,71.842
46,0,200,1.0668,0,73.324,73.456
46,0,300,1.0036,0,75.819,74.736
46,0,400,0.96429,0,77.179,75.941
46,0,500,0.93489,0,78.168,76.275
46,0,600,0.92135,0,78.643,76.665
46,0,700,0.90893,0,78.991,76.795
46,0,800,0.88744,0,79.546,77.11
46,0,900,0.86924,0,80.065,77.407
46,0,1000,0.86111,0,80.242,77.574
46,0,1100,0.84623,0,80.784,77.685
46,0,1200,0.84087,0,80.839,77.759
46,0,1300,0.82957,0,81.138,77.982
46,0,1400,0.82621,0,81.193,78.093
46,0,1500,0.82061,0,81.449,78.093
46,0,1600,0.80707,0,82.303,78.297
46,0,1700,0.79884,0,82.352,78.371
46,0,1800,0.79479,0,82.486,78.408
46,0,1900,0.79188,0,82.499,78.538
46,0,2000,0.78302,0,82.73,78.575
51,0,100,1.1247,0,70.841,70.877
51,0,200,1.0571,0,73.757,73.363
51,0,300,1.014,0,75.502,74.958
51,0,400,0.9818,0,76.557,76.312
51,0,500,0.94309,0,77.93,76.98
51,0,600,0.91917,0,78.54,76.758
51,0,700,0.89889,0,78.979,76.999
51,0,800,0.88136,0,79.589,77.37
51,0,900,0.86578,0,79.955,77.333
51,0,1000,0.85672,0,80.278,77.425
51,0,1100,0.84255,0,80.479,77.629
51,0,1200,0.836,0,80.589,77.908
51,0,1300,0.83119,0,80.852,77.871
51,0,1400,0.82516,0,81.053,77.871
51,0,1500,0.82016,0,81.163,77.908
51,0,1600,0.8078,0,81.578,77.741
51,0,1700,0.8046,0,81.724,77.778
51,0,1800,0.7977,0,82.017,78
51,0,1900,0.78393,0,82.657,78.353
51,0,2000,0.77858,0,82.804,78.316
